date,number,title,url,desc,guests
2013-01-21,195,Making the Snow Angel,http://www.earwolf.com/episode/making-the-snow-angel/,"Out of the street and into the studio, Billy Eichner of Funny or Die’s Billy on the Street is on today’s Comedy Bang Bang! Billy shares his take on George Carlin’s “Stuff” routine, explains where the idea for his show came about, and tells us about meeting Meryl Streep. Scott’s partner in crime Reggie Watts stops by to treat us to some brand new fresh sounds for 2013. The one and only Frosty the Snowman has a short time with us to talk about his failed show Catch Me If You Can, his current problem with an officer, and joins Billy & Reggie for a super sized game of Would You Rather?","Billy Eichner, Reggie Watts, Matt Besser"
2013-01-24,196,A Different Huelliverse,http://www.earwolf.com/episode/a-different-huelliverse/,"Jeff Garlin is back on today’s special Thursday episode of Comedy Bang Bang! Jeff explains why sarcasm is easiest thing to do in comedy, does some of his favorite impressions, and tells us about his new podcast By The Way, In Conversation with Jeff Garlin. The ghost of Huell Howser appears to share what the afterlife is like, he takes Scott & Jeff through time, and says his final farewell.","Jeff Garlin, James Adomian"
2013-01-28,197,Please Claire-ify,http://www.earwolf.com/episode/please-claire-ify/,"Tim Heidecker is here to tell us about his new venture as Vice President of Alternative Merchandising for The Who on this week’s Comedy Bang Bang! Paul Rust is our cheesed off co-host who helps Scott demystify some American myths and brings in some brand new New No-Nos. Bill Cosby-Bukowski also drops by to talk about his love of Kroll Show, explain exactly what #230pst is, and performs a special inauguration inspired Jelloem. Plus, Tim becomes George Burns during a game of Would You Rather?","Tim Heidecker, Paul Rust, Jon Daly"
2013-02-04,198,Aren’t You Glad,http://www.earwolf.com/episode/arent-you-glad/,"Aren’t you glad that the Roastmaster General Jeffrey Ross and Canadian singer-songwriter Ron Sexsmith are making their Comedy Bang Bang debut!? That’s not all, Sarah Silverman joins us to sing some of her telegrams and author Cam Billmoth reads an excerpt from his new book Letters To Mom. Plus, we play a heated game of Would You Rather? and Ron treats us to a song from his new album “Forever Endeavour.”","Jeffrey Ross, Ron Sexsmith, Amy Phillips, Neil Campbell"
2013-02-06,199,Garry Unmarried,http://www.earwolf.com/episode/garry-unmarried/,Old pals Gillian Jacobs and Garry Marshall return to give us an update on their relationship on today’s Comedy Bing Bong! Want to know what went wrong in their marriage? How about the truth behind Garry’s deceased wife Barbara? Will there be enough cursing for Garry’s grandkids to enjoy? All these questions will be answered including a very competitive game of Would You Rather?!,"Gillian Jacobs, Paul F. Tompkins"
2013-02-11,200,Halfway To China,http://www.earwolf.com/episode/halfway-to-china/,"Happy 200th episode of Comedy Bang Bang! Take a break from reading the funny papers and tune in as Jason Mantzoukas joins Scott to talk about his role on Enlightened, movie theater handies, and anything else in the news. Old friend Don Dimello sends over the snake skin wearing Cactus Tony to shed some light on the recent controversy at the daycare he runs during Don’s late night productions, tells us about his one year of service for the Croatian armed services, and gives us a look into his other job at the Arclight theater. Check out the full video at Youtube.com/Earwolf!","Jason Mantzoukas, Andy Daly"
2013-02-18,201,End Scene,http://www.earwolf.com/episode/end-scene/,"First timer Jon Glaser and past guest Pope Benedict XVI join us to talk finales on today’s Comedy Bang Bang! Jon gives a taste of what we can expect on the Delocated series finale and where his role on Parks and Recreation might possibly lead. Pope Benedict XVI tells us some of the reasons why he is retiring, what he will do now as the Grand Wizard, and shares some of his best impressions. Then they ponder their favorite ways to blow kisses during a super stuffed game of Would You Rather!","Jon Glaser, Matt Besser"
2013-02-21,202,Philip Traumatic Seymour Disorder,http://www.earwolf.com/episode/philip-traumatic-seymour-disorder/,"Oscar season is upon us so who better to join us than Oscar-nominated actor Philip Seymour Hoffman and fan favorite Nick Thune on this week’s bonus episode of Comedy Bang Bang! Philip gives us a preview of his upcoming Orson Welles project right before Scott’s nephew Todd interrupts the program. We then play a game of Fortunately, Unfortunately until a special guest graces us with his presence!","Nick Thune, James Adomian, Lauren Lapkus"
2013-02-25,203,The Vicar of Yanks,http://www.earwolf.com/episode/the-vicar-of-yanks/,"Two immense stars from the world of music, “Weird Al” Yankovic & Lord Andrew Lloyd Webber are on today’s Comedy Bean Bag! After chatting with Lord Andrew Lloyd Webber about English accents, the Little Prince, and nautical bed bugs, the Vicar of Yanks himself joins in on the conversation. There will be talk of drugs, what we shouldn’t expect from the next “Weird Al” album, and an intense game of Would You Rather? Homonyms!","Weird Al Yankovic, Paul F. Tompkins"
2013-03-04,204,The Pepper Men,http://www.earwolf.com/episode/the-pepper-men/,"Pepper heads rejoice as fan favorites Zach Galifianakis & Jon Daly join us to talk about their Red Hot Chili Peppers fan club on today’s Comedy Bang Bang! We get to hear about their podcast devoted to the Chili Peps, the awesome theme song that they sing before every meeting of the fan club, and some unbelievable facts about the Red Hots themselves. Plus, Neil Campbell drops by to tell us about his recent venture into playwriting.","Zach Galifianakis, Jon Daly, Neil Campbell"
2013-03-07,205,Titans of Comedy,http://www.earwolf.com/episode/titans-of-comedy/,"It’s an all star studded show as Anthony Jeselnik, Eugene Mirman, and Nathan Fielder aka the Titans of Comedy stop by for a larger than life episode of Comedy Bang! Bang! They talk about Anthony’s new show The Jeselnik Offensive, Nathan’s new show Nathan For You, and offending people on Twitter. Then get ready to smirk & smile as we are joined by Queens barber Jazz Jazz as he tells us about his road trips, his new business idea, and plays a game of Would You Rather?","Anthony Jeselnik, Eugene Mirman, Nathan Fielder, Eugene Cordero"
2013-03-11,206,Live from SXSW 2013,http://www.earwolf.com/episode/live-from-sxsw-2013/,"This week’s Comedy Bang Bang was recorded live at the South by Southwest Festival 2013 in Austin, Texas with the stars of Jash! Michael Cera, Sarah Silverman, Tim & Eric, and Reggie Watts join Scott to talk about coming together to form a comedy collective, eating diapers, and to play a game of Would You Rather! Check out the full video at Youtube.com/Earwolf!","Michael Cera, Sarah Silverman,  Tim & Eric, Reggie Watts"
2013-03-14,207,LIVE from SXSW 2013 II,http://www.earwolf.com/episode/live-from-sxsw-2013-ii/,"What’s this!? A b-b-b-bonus second episode of Comedy Bang! Bang! recorded live at the South by Southwest Festival! Featuring co-host Reggie Watts, as well as special guests Ken Marino, Rob Huebel, Natasha Leggero, and Martin Starr of Burning Love. What else could make this better you ask? Maybe Jesse Ventura crashing the party to spout conspiracy theories, wrestle, and join in on a game of Would You Rather will satisfy your podcast needs!","Ken Marino, Rob Huebel, Natasha Leggero, Martin Starr, Reggie Watts, James Adomian"
2013-03-18,208,Zombie Candles,http://www.earwolf.com/episode/zombie-candles/,"The Walking Dead’s Steven Yeun joins the Bang! Bang! universe along with today’s co-host/lover of movies Doug Benson! After a chat about hair in movies/tv, haunted hotels, and what we can expect on the upcoming episodes of The Walking Dead, our old pal Buddy Valastro aka Cake Boss (Cake Boss) stops by. We’ll hear who are some of the worst pie guys around, the story behind the most erotic cake that Cake Boss has ever made, and a game of Would You Rather for the ages. Check out the full video at Youtube.com/Earwolf!","Steven Yeun, Doug Benson, Paul F. Tompkins"
2013-03-21,209,The Bisco Boys,http://www.earwolf.com/episode/the-bisco-boys/,"Who Charted’s Howard “Dragon Boy Suede” Kremer & fan favorites Paul Rust, Harris Wittels, and Michael Cassady aka Don’t Stop or We’ll Die are in the studio to jam out in today’s very special musical b-b-b-bonus s-s-s-show! They’ll get into what the future holds for Analyze Phish, why Paul got in trouble for his New No Nos, and debut some new tracks. Fortunately, the guys are pros at a game of Fortunately, Unfortunately. Unfortunately, it gets a little crazy during a game of Would You Rather. Fortunately, we hear Dragon Boy Suede & Don’t Stop Or We’ll Die finally collab!","Don't Stop Or We'll Die, Howard Kremer"
2013-03-25,210,A Spiritual Journey,http://www.earwolf.com/episode/a-spiritual-journey/,"Be brave as you join The OC’s Adam Brody and today’s co-host/high school junior Traci Rearden as they go on a spiritual journey to the far off land of Comedy Bang Bang! They’ll talk about piercings, surfing, and what their 50 year plans look like. Spiritual medium Shelby Orangina then stops by to brief us on her short venture into the drink business, help everyone communicate with those who have passed on to another realm, and use her abilities during a game of Would You Rather.","Adam Brody, Lauren Lapkus, Joe Wengert"
2013-04-01,211,April Fools!,http://www.earwolf.com/episode/april-fools-2/,"Happy April Fools! The joke is on us as today’s co-host Nick Kroll joins Scott to talk about Kroll Show season 2, sandwiches, and showcase his Christopher Walken impression as they wait for Jon Hamm to arrive. Eventually Jon arrives to chat about the return of Mad Men, shooting the pilot of Mad Men with the crew from The Sopranos, and Capitol One commercials. And if that’s not enough for you, we are introduced to El Chupacabra’s brother El Chupacabro!","Jon Hamm, Nick Kroll"
2013-04-08,212,Comedy Bleep Bleep,http://www.earwolf.com/episode/comedy-bleep-bleep/,"Are you [bleep] ready for another [bleep] incredible episode of Comedy Bang Bang? Neil Campbell is taking over co-hosting duties today as we welcome back Brendon Walsh aka B Money Dubbz to get a taste of his new comedic persona. Suddenly, Gordon Ramsay himself stops by to tear us a new [bleep] but then calms down to listen to an excerpt of Neil’s new one man show. It’s the kind of episode that will make you [bleep] as you [bleep].","Brendon Walsh, James Adomian, Neil Campbell"
